Key,Tranditional Chinese [zh-TC]
quest_travel_thecopperoasis_list,把綠洲的鼠人族清理乾淨,,,,,,,,,,,,,,,
quest_travel_thecopperoasis_name,害蟲防治,,,,,,,,,,,,,,,
quest_travel_thedome_desc,邪教徒趕走了圓頂的守護者們，那是一群致力於維護圓頂的歷史學家。,,,,,,,,,,,,,,,
quest_travel_thedome_intro,圓頂曾經是王國最優秀的戰士之間比拼的偉大競技場，但如今它更像是一座紀念過去幾代人的紀念碑。現在有一小群歷史學家居住在那裡，在你到達這座建築附近時，你遇到了他們之中的一員。她告訴你，幾個月前，一些身著黑衣的邪教徒們來到這裡威脅他們，迫使他們離開主建築。從那以後，他們就被禁止進入圓頂。她認為你可以在圓頂的下層找到那些邪教徒們，過去許多戰士的屍體都埋葬在那裡。你照著她的指示，進入了下面的黑暗當中。,,,,,,,,,,,,,,,
quest_travel_thedome_list,有人見到過烏姆布蘭聯盟的邪教徒們進行奇怪的儀式,,,,,,,,,,,,,,,
quest_travel_thedome_name,進入黑暗,,,,,,,,,,,,,,,
quest_travel_theenclave_desc,在最近幾周的一系列失蹤事件之後，飛地的市長的獵犬們也失蹤了。,,,,,,,,,,,,,,,
quest_travel_theenclave_intro,你在鎮外見到了飛地的市長，他向你解釋了為什麼這裡亟需你的幫助。當地人報告說最近他們的牲畜、寵物以及其他野生動物似乎都失蹤了，但只有當他自己的獵犬失蹤時，他才覺得該聯繫你了。他說他聽到了從森林裡傳來的清晰的嚎叫聲，並請求你找回那些獵犬。他還教給你訓犬的命令，以防止獵犬們攻擊你。當你走進森林時，能聽到嚎叫聲從附近的空地上傳來。當你靠近聲音的來源時，一個山洞的入口出現在你眼前…你走向入口，爬了進去。,,,,,,,,,,,,,,,
quest_travel_theenclave_list,營救市長的獵犬們,,,,,,,,,,,,,,,
quest_travel_theenclave_name,動物解放,,,,,,,,,,,,,,,
quest_travel_thehermitage_desc,一位與世隔絕的的機匠科學家一直在用亡靈做實驗。亡靈們不但沒被他控制住，反而佔據了他的塔樓的底層。,,,,,,,,,,,,,,,
quest_travel_thehermitage_intro,在一隻發條鳥被送往低鎮尋求幫助後，一個獨居在森林深處的塔上的機匠聯繫上了你。顯然，他對復活死人的研究取得了部分成功：屍體和靈魂都復活了，但不幸的是，它們不是同時復活的，這釀成了一些不幸的後果。你按照他的指引到達了塔的底部 。亡靈們正在自由遊蕩。你得先把塔底清理乾淨才能上樓跟他說話。,,,,,,,,,,,,,,,
quest_travel_thehermitage_list,清理隱居地底層的亡靈,,,,,,,,,,,,,,,
quest_travel_thehermitage_name,科學怪人,,,,,,,,,,,,,,,
quest_travel_thehole_desc,去石人族聲稱要去的那座死火山。,,,,,,,,,,,,,,,
quest_travel_thehole_intro,當你離開夏井地時，村民們正在清掃人行道上最後的雪泥，你想知道在經歷了這場暴雪後，這座村子會不會會改名！你的目的地是“崖洞”，那是一座古老的死火山，考古學家在那裡發現了一座古老的石人族神廟的遺跡。當你看到遠處山峰周圍的風暴雲時，你歎了口氣，你覺得自己很清楚會發生什麼。在你沿著古老的山路前往發掘現場時，你看到一些考古學家的家人擠在小帳篷裡面。 自從這種天氣開始後，所有的考古工作都停止了。在你前往神廟的路上，你沒看到任何人。神廟裡面會有些什麼呢？,,,,,,,,,,,,,,,
quest_travel_thehole_list,調查在“崖洞”發現的石人族神廟,,,,,,,,,,,,,,,
quest_travel_thehole_name,冰之神廟,,,,,,,,,,,,,,,
quest_travel_themarches_desc,鼠人族群控制著這片區域——你必須清理掉它們的營地。,,,,,,,,,,,,,,,
quest_travel_themarches_intro,"在你從魔門鎮往北出發後，一路上腳下逐漸變得泥濘，周圍的農田也變成了小塊的林地。
,,,,,,,,,,,,,,,
進入這些灌木叢，你聽到狼的嗥叫聲飄散在風裡，還有奇怪的、尖銳的咕嚕聲催促著狼群前進。這些傢伙好像聞到了你的氣味。你做好了戰鬥準備。",,,,,,,,,,,,,,,
quest_travel_themarches_list,解鎖行軍地的貿易路線,,,,,,,,,,,,,,,
quest_travel_themarches_name,向北行軍,,,,,,,,,,,,,,,
quest_travel_thepyre_desc,居住在南方人類堡壘的最後一批守衛帶著有亡靈和怪物攻擊他們的流言逃來了。是時候調查了。,,,,,,,,,,,,,,,
quest_travel_thepyre_intro,火州城是過去300年來人類所建造的堡壘，它標誌著人類在南方的進展。幾年前這裡還有人居住，但現在人們都把這座城市與鬼故事聯繫在一起。你在沙暴中到達了火州城。這裡空無一人，但你感覺不到任何不對勁的地方。風越刮越猛，你只好躲入地下，在一座古老的墳墓裡紮營。你在半夜突然被骨頭的劈啪聲驚醒，但還有更令人不安的東西：鎖鏈的哢嗒聲。,,,,,,,,,,,,,,,
quest_travel_thepyre_list,調查關於火州城中沙漠幽靈的報告,,,,,,,,,,,,,,,
quest_travel_thepyre_name,憤怒的燈神,,,,,,,,,,,,,,,
quest_travel_theshiftingsands_desc,為你們前往南方的旅途準備補給。,,,,,,,,,,,,,,,
quest_travel_theshiftingsands_intro,穿過南部沙漠到河邊的路途是很漫長的。你們知道如果缺少休息和補給你肯定活不下去，於是你們在途中的第一個前哨站停了下來，那是一個位於移動沙地的小型考古挖掘點。考古學家們很高興你們能來，他們對你們在埋葬戰壕裡的經歷特別感興趣。在這個涼爽的夜晚，你們聽到了來自沙漠的故事，並瞭解到了一些不可思議的事情：這個前哨最近在一個破碎的罐子裡發現了一些奇怪的牙齒，它很可能來自於建造戰壕的同一個失落文明。這是與附近營地的一些遊民一起發現的，他們聲稱在穿越沙漠的旅途中見過類似的文物。 當作戰的尖叫聲喚醒你們時，你們正躺在帳篷裡過夜，腦袋裡充滿了問題。 在戰鬥造成混亂中，你們分散了。 保護好自己！,,,,,,,,,,,,,,,
quest_travel_theshiftingsands_list,前往南方,,,,,,,,,,,,,,,
quest_travel_theshiftingsands_name,武裝到了牙齒,,,,,,,,,,,,,,,
quest_travel_thesloshedsquirrel_desc,一群村民在當地的旅館慶祝朋友的誕辰日時被當地的強盜頭領無理敲詐。村民理所應當的拒絕了他，所以強盜們將他們困在了旅館內。,,,,,,,,,,,,,,,
quest_travel_thesloshedsquirrel_intro,一名逃到了惡魔之脊的村民向你們表達了感謝。他告訴你們，在鼠人族最初的進攻之後，他的朋友們都覺得可以像以前那樣找個酒吧喝點小酒，躲起來等待一切過去……但這個主意很顯然在此次危機中並不奏效。你們沿著林間小路前往醉松鼠地；對於一條只通向一間小酒館的路來說，這條小路已經十分完善了。在你們靠近酒館之時，箭矢從四面八方如潮水一般襲來。你們被偷襲了！,,,,,,,,,,,,,,,
quest_travel_thesloshedsquirrel_list,救出被困在森林深處旅館裡的酒客們,,,,,,,,,,,,,,,
quest_travel_thesloshedsquirrel_name,空穴來風,,,,,,,,,,,,,,,
quest_travel_thethorngate_desc,村民們在夜晚聽到了一個奇怪的旋律，然後第二天早上他們醒來時就發現孩童們都不見了蹤跡。,,,,,,,,,,,,,,,
quest_travel_thethorngate_intro,你們抵達了荊棘門的郊區，一群瘋狂的父母攔住了你們，懇求你們能幫忙找找他們的孩子。你們從他們隻言片語的描述中拼湊出了最近夜晚發生的事：這些父母都表示在夢中聽到過一段奇怪的音樂，在下午很晚的時候才醒來，卻發現自家的孩子不見了。你們決定在這裡佈置一圈防護結界並留宿一晚上。午夜時分，你們聽到了奇怪的曲調逐漸響起。你們朝著聲音的源頭走去，在幾個小時之後，你們在森林深處找到了一個洞穴並進行了深入調查。,,,,,,,,,,,,,,,
quest_travel_thethorngate_list,荊棘門的孩子們失蹤了，去將他們救回來。,,,,,,,,,,,,,,,
quest_travel_thethorngate_name,誘惑洞穴,,,,,,,,,,,,,,,
quest_travel_toadmoor_desc,這個位於東部沼澤中的蟾鳴地的偏僻村莊一直飽受野生動物偷竊家畜之擾，但現在他們遇到了一些更加危險的生物。,,,,,,,,,,,,,,,
quest_travel_toadmoor_intro,蟾鳴地的村長在你們前往村子途中接見了你們，並告知你們有關近期遭受的野生生物襲擊當地家畜之事。他表示雖然有許多野狼野狗在附近的荒野上遊蕩，但最近牧民們發現了一些被肢解的動物屍體，每次襲擊丟失的數量也多了許多。現在居民都不敢離開村子半步，有些人還聲稱看到了龍。據村長所說，大部分襲擊都發生在巨岩附近，那是塊突出的大岩石。你朝著巨岩方向前進，在花崗岩峭壁的底部發現了一個被骸骨包圍的洞穴入口。這一定就是你在找的地方了...你們進入了洞穴。,,,,,,,,,,,,,,,
quest_travel_toadmoor_list,村民們正在因為亞龍的攻擊而煩惱。去調查一下吧,,,,,,,,,,,,,,,
quest_travel_toadmoor_name,龍棲沼澤,,,,,,,,,,,,,,,
quest_travel_wayfarersrest_desc,由於強盜夜襲，這塊區域的商人營地已經快維持不下去了。設下圈套來將這些強盜趕走！,,,,,,,,,,,,,,,
quest_travel_wayfarersrest_intro,你們找到了一個位於一小撮灌木叢中的空地並將它佈置成尋常商人營地的樣子。靜待夜幕降臨，你們聽到一些輕微的動靜正在靠近你們。在他們沖入空地後，你們高高躍起，準備教一教這些無恥的強盜什麼才叫做殘忍。但...你們千算萬算卻算漏了一點——這些強盜的數量也太多了！,,,,,,,,,,,,,,,
quest_travel_wayfarersrest_list,伏擊強盜團夥,,,,,,,,,,,,,,,
quest_travel_wayfarersrest_name,設下圈套,,,,,,,,,,,,,,,
quest_travel_wayward_desc,你得知那名石人族遊蕩者正在前往向路鎮。是時候前往那裡試試能否讓它為你們帶路了。,,,,,,,,,,,,,,,
quest_travel_wayward_intro,你們從行軍地向北前往這片區域的其中一個較大村莊，向路鎮。這裡是一個多種族融合的社區，並且一直作為石人族尋找志同道合的夥伴的地方存在著。旅途的前半程一直很和平，但隨著繼續前進，你們注意到天氣不合常理的開始刮起大風。狂風在你們抵達森林旁的庇護所前不斷增強著。你們擠在一小塊空地上，狂風在你們周圍呼嘯。就在你們用手護住雙臉時，風突然停了...,,,,,,,,,,,,,,,
quest_travel_wayward_list,調查位於向路鎮的石人族蹤跡,,,,,,,,,,,,,,,
quest_travel_wayward_name,變化之風,,,,,,,,,,,,,,,
quest_travel_wildspire_desc,每過一百年，荒野尖塔的人們都需要選出一隊代表。但這一次他們的實力太過貧瘠，所以需要你們的説明。,,,,,,,,,,,,,,,
quest_travel_wildspire_intro,"荒野尖塔的長老們請求你們幫助他們通過一個魔法試煉。幾十年以前，一名強大的施法者為周邊的森林注入了豐收符咒。她提出的唯一要求時每經過一百年，荒野尖塔的人們必須派出一隊代表通過試煉，證明自己的價值。
,,,,,,,,,,,,,,,
在上一個世紀中，荒野尖塔從一個羚牛族戰士營地發展成了更加關注貿易和啟蒙的多元化社會。隨著下一次試煉時間的接近，為了確保下一個世紀鎮子裡的土地依舊肥沃，長老們偷偷地聘請商人和傭兵來幫助他們通過試煉。
,,,,,,,,,,,,,,,
一路無話，你們平安抵達了舉行試煉的地穴。",,,,,,,,,,,,,,,
quest_travel_wildspire_list,荒野尖塔的人們需要一隊代表,,,,,,,,,,,,,,,
quest_travel_wildspire_name,證明之地,,,,,,,,,,,,,,,
questclaw_descr_tooltip,把潛伏者王爪帶到那個水晶邊，則劇本勝利。持有潛伏者王爪時所有移動<sprite name=Move>技能將 -2 移動<sprite name=Move>。,,,,,,,,,,,,,,,
questclaw_tooltip,潛伏者王爪,,,,,,,,,,,,,,,
questdoll_descr_tooltip,帶這個到那口井邊獲得劇本勝利。,,,,,,,,,,,,,,,
questdoll_tooltip,人偶,,,,,,,,,,,,,,,
questitem,任務物品,,,,,,,,,,,,,,,
range,射程,,,,,,,,,,,,,,,
rangedps,遠程輸出,,,,,,,,,,,,,,,
rangesupport,遠端輔助,,,,,,,,,,,,,,,
rangetank,遠程肉盾,,,,,,,,,,,,,,,
ratking,鼠王,,,,,,,,,,,,,,,
ratswarm,鼠群,,,,,,,,,,,,,,,
rebelheadquarters,反抗軍首領,,,,,,,,,,,,,,,
recoverdiscardedcards,回手棄牌堆的牌,,,,,,,,,,,,,,,
recoverlostcards,回手燒牌堆的牌,,,,,,,,,,,,,,,
redfalcon,紅隼,,,,,,,,,,,,,,,
redirect,重新導向,,,,,,,,,,,,,,,
redthorn,瑞德索爾,,,,,,,,,,,,,,,
refreshitemcards,刷新物品卡牌,,,,,,,,,,,,,,,
relic_4_description,當你到了地圖上的位置附近時，你聽到從叢林深處的吟唱聲，表明方向似乎應該是正確的。,,,,,,,,,,,,,,,
relic_4_name,庇護所的地穴,,,,,,,,,,,,,,,
removeconditions,移除角色狀態,,,,,,,,,,,,,,,
rendingdrake,扯地龍,,,,,,,,,,,,,,,
rendingdrakeelite,扯地龍精英,,,,,,,,,,,,,,,
retaliate,反傷,,,,,,,,,,,,,,,
riversrise,河漲地,,,,,,,,,,,,,,,
road_event_a_dagger_in_the_chest,盒中的短劍,,,,,,,,,,,,,,,
road_event_a_discarded_flask,一個被遺棄的燒瓶,,,,,,,,,,,,,,,
road_event_a_downed_traveler,一個瀕死的旅行者,,,,,,,,,,,,,,,
road_event_a_fateful_encounter,命中註定的遭遇,,,,,,,,,,,,,,,
road_event_a_shortcut,一個捷徑？,,,,,,,,,,,,,,,
road_event_abandoned_cart,被拋棄的貨車,,,,,,,,,,,,,,,
road_event_ambush_aftermath,伏擊餘波,,,,,,,,,,,,,,,
road_event_bloody_valrath,Bloody 魔人族,,,,,,,,,,,,,,,
road_event_broken_cart,壞掉的貨車,,,,,,,,,,,,,,,
road_event_duel,決鬥,,,,,,,,,,,,,,,
road_event_rope_bridge,吊橋,,,,,,,,,,,,,,,
road_event_shadows_on_the_wall,牆上的陰影,,,,,,,,,,,,,,,
road_event_strung_up,神經緊張,,,,,,,,,,,,,,,
road_event_the_fun_guy,有趣的傢伙,,,,,,,,,,,,,,,
road_event_the_long_dead,大量的亡靈,,,,,,,,,,,,,,,
road_event_the_old_well,老舊的城牆,,,,,,,,,,,,,,,
road_event_the_shrine,神殿,,,,,,,,,,,,,,,
road_event_the_woman_of_the_woods,林中婦女,,,,,,,,,,,,,,,
road_event_toll_road,收費道路,,,,,,,,,,,,,,,
roaringpeaksmine,咆哮尖峰礦井,,,,,,,,,,,,,,,
rockcolossus,巨石像,,,,,,,,,,,,,,,
rockfall,落石村,,,,,,,,,,,,,,,
rockfall_descr,這個石人族村莊坐落在守望者山的山坡上。這是一個尋找更多有趣小玩意兒的好地方！,,,,,,,,,,,,,,,
rocksingle,岩石,,,,,,,,,,,,,,,
rocktriple,大岩石,,,,,,,,,,,,,,,
sahmyrt,薩默特地區,,,,,,,,,,,,,,,
sahmyrt_descr,薩默特地區的魔人族港口將香料和貨物運往西方帝國。這有一個充滿活力的黑市，出售從戰爭中被捕的人類間諜處繳獲的商品，也許你可以買到一些有用的東西。,,,,,,,,,,,,,,,
saltmarshflats,鹽沼地,,,,,,,,,,,,,,,
saltmarshflats_descr,奇波特港東北部的平地在炎熱的夏季會非常忙碌，工人們會來這裡制鹽。然而，在每年的這個時候，它是一個荒涼的地方。,,,,,,,,,,,,,,,
sandbox_scenario_description,沙箱劇本測試用例,,,,,,,,,,,,,,,
sandbox_scenario_name,沙箱劇本,,,,,,,,,,,,,,,
sandboxscenario,沙箱劇本,,,,,,,,,,,,,,,
sarala-regular,Sarala-Regular,,,,,,,,,,,,,,,
sarala-regular sdf,Sarala-Regular,,,,,,,,,,,,,,,
savvasicestorm,石人族冰雪魔,,,,,,,,,,,,,,,
savvasicestormelite,石人族冰雪魔精英,,,,,,,,,,,,,,,
savvaslavaflow,石人族岩漿魔,,,,,,,,,,,,,,,
savvaslavaflowelite,石人族岩漿魔精英,,,,,,,,,,,,,,,
sawbones,鋸骨者,,,,,,,,,,,,,,,
sawbones_adventure_description,橡樹教的追隨者們是宗教治療師，他們盡最大努力抵禦發生在大城市的瘟疫和死亡。 然而，與外人的看法相反，他們的治療方法其實並沒有多麼神奇，因為任何一個帶著條有壞疽的腿來找他們的人心裡都很清楚。在鋸骨者砍下一條條肢體的慘叫聲中，這份職業的神秘感會蕩然無存。,,,,,,,,,,,,,,,
sawbones_difficulty,低,,,,,,,,,,,,,,,
sawbones_role,近戰輸出/輔助,,,,,,,,,,,,,,,
sawbones_strengths,"- <indent=%15>效果拔群的治療師</indent>
- <indent=%15>擁有一個合理的近戰輸出 </indent>
- <indent=%15>醫療包也可以增加友軍的卡牌數量</indent>",,,,,,,,,,,,,,,
sawbones_weaknesses,"- <indent=%15>非常可憐的遠程攻擊輸出</indent>
- <indent=%15>隊友越少越弱，隊友的生命值上限不高時得不到充分發揮</indent>
- <indent=%15>作為一個醫生，不能很好地理解醫療衛生</indent>",,,,,,,,,,,,,,,
scabwitdialogname,斯甘威,,,,,,,,,,,,,,,
scenario_campaign_001_room_3_1,剛踢開大門，你就和這些強盜選擇這個洞築巢的原因撞了個滿懷：複生的骷髏——一具充滿死靈力量的邪惡憎惡,,,,,,,,,,,,,,,
scenario_campaign_001_room_3_2,除了將他們留下和這些麻煩的烏合之眾一起休息之外，其他的你也無能為力,,,,,,,,,,,,,,,
scenario_campaign_001_start_1,“看好這些無辜的人”，你的目標說道，隨後退出了房間。你只能模糊的望見他的身影，他似乎沿著一道走廊遠去，走出了左手邊的一道門。,,,,,,,,,,,,,,,
scenario_campaign_001_start_2,“哈哈，行，看來不是每天都能碰上乖乖地把財寶教出來的蠢貨，”一個體型較大的強盜咧嘴笑著，拔出了他鏽跡斑斑的大刀，“我們現在就殺了你。”,,,,,,,,,,,,,,,
scenario_campaign_001_start_3,開個玩笑。如果你身上有任何值錢的東西，你一開始就不會在這裡了。,,,,,,,,,,,,,,,
scenario_campaign_001_success_1,隨著最後一個強盜的死去，你終於有時間喘口氣，打起精神來抗拒那些撕扯著你肉身的幻象。,,,,,,,,,,,,,,,
scenario_campaign_001_success_2,你的目標並不在這些亡靈之中，你顫抖地想像著還有怎樣的恐怖仍在陵寢底下等著你。,,,,,,,,,,,,,,,
scenario_campaign_002_objective_1,殺掉強盜指揮官,,,,,,,,,,,,,,,
scenario_campaign_002_objective_2,殺死所有看到的敵人,,,,,,,,,,,,,,,
scenario_campaign_002_room_2_1,你推開門，來到了一個遍地散佈著石棺的墓穴。在墓穴深處就站著你的目標。他的確符合你要找的條件，但是顯然有些你始料未及的東西深藏在他的眼中——一股來自其他次元的黑暗力量。,,,,,,,,,,,,,,,
scenario_campaign_002_room_2_2,“你以為你是誰，膽敢來打擾Gloom的工作？！”一股黑暗的能量在他的手上浮現，他說：“讓我來告訴你，你究竟在面對誰！”,,,,,,,,,,,,,,,
scenario_campaign_002_success_1,打掃完大戰後的戰場，你在房間的後頭找到了一個秘密儲藏櫃，裡面放著你這次受雇來收集的卷軸。,,,,,,,,,,,,,,,
scenario_campaign_002_success_2,你忍不住掃了它一眼，結果發現它用一種完全未知的古老語言寫就。,,,,,,,,,,,,,,,
scenario_campaign_002_success_3,突然你注意到一個東西，那是一幅北方鄉村的地圖。澄鏡河上的一個彎曲處被標上了一個清晰的標記。,,,,,,,,,,,,,,,
scenario_campaign_002_success_4,考慮到你也想瞭解一下這個被稱作“黯”的東西，你覺得這個目標點現在也是你的目標點了。,,,,,,,,,,,,,,,
scenario_campaign_002_success_5,"不過這個並不急於一時。你把紙揣進了包裡，先回到黯淡港灣去領取你的報酬。
",,,,,,,,,,,,,,,
scenario_campaign_003_objective_1,消滅五倍於你使用角色數的敵人,,,,,,,,,,,,,,,
scenario_campaign_003_room_6_1,你擠進後面的山洞，只看到六個哭喊著的羚牛族的孩子,,,,,,,,,,,,,,,
scenario_campaign_003_room_6_2,然而你發現你正被幾個羚牛族弓箭手用弓指著，你根本沒時間去考慮後續的發展和選擇。你唯一的選擇是戰鬥。,,,,,,,,,,,,,,,
scenario_campaign_003_success_1,狂奔穿過森林，從燃燒的肉體氣味之中逃離，你現在終於有機會思考何去何從。,,,,,,,,,,,,,,,
scenario_campaign_004_room_3_1,你覺得你準備好了，撞開了門。然而站在你面前的是一個怒不可遏純粹的元素。你花了一秒理清了思路。看來這些瘋子們所做的遠遠不止復活那些亡者。,,,,,,,,,,,,,,,
scenario_campaign_004_start_1,“你來這兒是個錯誤。”一個強盜嘶鳴著。你可不同意，這就是你想來的地方。,,,,,,,,,,,,,,,
scenario_campaign_004_success_1,很顯然你的到來打斷這這裡的某種儀式。這些元素惡魔完全屬於一個另外的位面，但是這些邪教徒們找到了辦法把它們帶到了這個位面。,,,,,,,,,,,,,,,
scenario_campaign_004_success_2,在房間後面的祭壇上，描繪有大量的塗鴉和繪畫。你並不能全部理解它們的意義，但是你能夠從中理解到一種情感，這個墓穴曾經是一種古代文明的家園。,,,,,,,,,,,,,,,
scenario_campaign_004_success_3,古人們叩開了元素力量的大門來改善自己的生活，而他們最終的下場——雖然你不得而知——但那肯定不是什麼好結局。,,,,,,,,,,,,,,,
scenario_campaign_004_success_4,在卷軸的標記上你還發現了這個區域內一些蘊藏著能量的地方。其中一個位置看起來使用了邪惡的魔法，而另一個位置標記著橫行的亡靈。,,,,,,,,,,,,,,,
scenario_campaign_004_success_5,看起來你可以選擇去打斷他們的工作，或者通過幫助清除對他們的威脅來贏得他們的好感。,,,,,,,,,,,,,,,
scenario_campaign_005_success_1,隨著邪教徒和他們的隨從的死亡，暗黑裂縫似乎暫時停止了活動。然而它仍舊讓人看得心裡發毛。你撿起了一塊石頭丟了進去，石頭卻消失在了虛無之中。,,,,,,,,,,,,,,,
scenario_campaign_005_success_2,你必須掂量掂量你能不能進入到裂縫之中，並且你能不能從這吞噬了石塊的地方倖存。,,,,,,,,,,,,,,,
scenario_campaign_005_success_3,或者說，想辦法彌合這些裂痕是更為保守謹慎的決定。在黯淡港灣有一個行維族魔術師，他可能更加瞭解這些關於跨越位面的東西。,,,,,,,,,,,,,,,
scenario_campaign_005_success_4,然而眾所周知的是，她在幫助任何人之前，首先會提出一些根本不可能完成的要求。,,,,,,,,,,,,,,,
scenario_campaign_006_objective_1,抵達藏寶室,,,,,,,,,,,,,,,
scenario_campaign_006_objective_2,殺死所有看到的敵人,,,,,,,,,,,,,,,
scenario_campaign_006_success_1,在亡靈們可怕的尖叫和嗚咽之中，傳來某個活人拍手的聲音，顯得突兀而恐怖。你轉過身來，看到一個戴著頭巾的人站在你火炬光芒的邊緣。,,,,,,,,,,,,,,,
scenario_campaign_006_success_2,你舉起了你的武器，但是他臉上咧開了笑容——它並不像往常那樣，是一種兵刃相向的威脅感。而是一種你從未體驗過的恐怖威脅感。,,,,,,,,,,,,,,,
scenario_campaign_006_success_3,“你做的不錯，”他的嗓音輕快，“你真有一套，不是嗎？清除了這些地穴中遊蕩的亡靈，你現在可真是吸引到了我們的注意了。是的。其實我們非常希望我們手下的那些不死生物能成為可控的力量。”,,,,,,,,,,,,,,,
scenario_campaign_006_success_4,他的話語停頓了很長一段時間，那個人影依舊邊笑著，邊緊緊盯著你。,,,,,,,,,,,,,,,
scenario_campaign_006_success_5,“好吧，你這麼一個善良的好人，可以幫我們一個忙嗎？只要完成，謀殺了我們這麼多兄弟這件事情就由我們來為你擺平。”他停下了笑。,,,,,,,,,,,,,,,
scenario_campaign_006_success_6,“黯淡港灣有一個死靈法師。一直在給我們造成麻煩，派出他的傭兵，幹一些骯髒下流的活來對抗我們。或許你已經見過她了。”,,,,,,,,,,,,,,,
scenario_campaign_006_success_7,“殺了傑西拉。把她的腦袋帶到我們的總部，我們再考慮一下能不能留你一條小命。”,,,,,,,,,,,,,,,
scenario_campaign_007_objective_1,用拾取行動拾取全部的5個華麗的箱子，而不是用回合結束的自動拾取,,,,,,,,,,,,,,,
scenario_campaign_007_success_1,你拔起了最後一叢灌木，砍下了它的根系。洞穴中仍舊存在許多敵對生物，但你的包裡已經裝滿了齧咬根。你快速的撤退了，最終找到了去往磚石大道、回到黯淡港灣、通向曲骨酒館的路。,,,,,,,,,,,,,,,
scenario_campaign_008_objective_1,殺死兩個羚角族大衛士,,,,,,,,,,,,,,,
scenario_campaign_008_objective_2,搜索倉庫的房間找到傑西拉,,,,,,,,,,,,,,,
scenario_campaign_008_room_3_1,從貨架、陷阱和不死生物中穿過，你終於抵達了倉庫的後部，直面傑西拉和他的兩個羚牛族保鏢。,,,,,,,,,,,,,,,
scenario_campaign_008_room_3_2,“所以，你決定打斷我的計畫而不是幫助我？等我帶著一支亡靈大軍回到黯淡港灣的時候，你會後悔的！”,,,,,,,,,,,,,,,
scenario_campaign_008_room_3_3,傑西拉以一個非常快的速度轉身從你身邊跑開，翻出了窗外。你迅速去追逐他，但是那兩個羚牛族的保鏢擋住了你的前路。,,,,,,,,,,,,,,,
scenario_campaign_008_success_1,將戰鬥甩在身後，你看向了窗戶，卻並沒有找到有煉魔族逃離的證據。,,,,,,,,,,,,,,,
scenario_campaign_008_success_2,你們暫時阻止了她的計畫，簡短地討論之後，很顯然你們得在她兌現她威脅的內容之前抓到她。,,,,,,,,,,,,,,,
scenario_campaign_009_objective_1,殺掉冷血監工,,,,,,,,,,,,,,,
scenario_campaign_009_objective_2,拾取華麗的寶箱,,,,,,,,,,,,,,,
scenario_campaign_009_room_2_1,你穿過一段顯然更適合鼠人族爬行的狹隘地段，進入了一個充滿碎石和警惕的鼠人礦工的空間。,,,,,,,,,,,,,,,
scenario_campaign_009_room_2_2,朝向房間的後面，一個身著黑色長袍的男人揮舞著鞭子，吐著痰命令著礦工們將對著石牆的稿子轉而指向了你。,,,,,,,,,,,,,,,
scenario_campaign_009_success_1,隨著監督者的死亡，你得到了鑽石，並回去找傑西拉領賞。,,,,,,,,,,,,,,,
scenario_campaign_010_start_1,一個澎湃的聲音充滿了這劈啪作響的空：“誰膽敢殺死我的僕人，侵犯我的領地？如此之侮辱，休想逍遙法外！”,,,,,,,,,,,,,,,
scenario_campaign_010_start_2,在空氣中的能量開始形成大概的惡魔形狀之前，你必須殺出一條路來深入這幽冥之地。,,,,,,,,,,,,,,,
scenario_campaign_010_success_1,視線中的最後一隻惡魔尖叫著消散在了風中，你跪了下來，為襲擊的停止而感到感激。,,,,,,,,,,,,,,,
scenario_campaign_010_success_2,“很有意思，”那個聲音出現在你們腦海深處，話語緊緊的抓住了你的大腦，“你們這些闖入者出乎我意料的強大。我可以利用你們的專長來在你們的位面找點東西。”,,,,,,,,,,,,,,,
scenario_campaign_010_success_3,你身下的紅石轟隆著開裂，一道火熱的裂縫在你腳下打開，“我的王國向你敞開它的大門。來吧讓我們面對面談一談。”,,,,,,,,,,,,,,,
scenario_campaign_010_success_4,這幾天你已經做過一次“信仰之躍”了，你覺得再試一次應該也不會有什麼問題。當你下墜的時候，你的心跳變得更強烈了，炙熱的空氣從下方滾滾而上，減緩了你的下落。,,,,,,,,,,,,,,,
scenario_campaign_010_success_5,你相當安全地降落在一個像是地下神廟的地方。在你面前站著一個頭上帶角，雙腿是蹄子，手持三叉戟，可怕的怪物。,,,,,,,,,,,,,,,
scenario_campaign_010_success_6,聲音仍然在你的腦海中產生共鳴。 “勇敢而愚蠢。你要服從於我。在蛇之吻河沿岸的一座被遺忘的神廟裡，有一件強大的神器。你為我取回它，或者現在就死在這裡。,,,,,,,,,,,,,,,
scenario_campaign_011_objective_1,消滅衛兵隊長,,,,,,,,,,,,,,,
scenario_campaign_011_room_4_1,你撞開了要塞的門，于此同時衛兵的屍體在你身後抖動並像不死生物一樣站起。,,,,,,,,,,,,,,,
scenario_campaign_011_room_4_2,“今天，我們對抗黑暗！” 衛兵隊長向你吼叫，周圍都是士兵。 “對我來說！ 我不會讓這座城市淪陷在這個敗類手中！”,,,,,,,,,,,,,,,
scenario_campaign_011_start_1,傑西拉看向你說。 “前往幽魂堡。 如果衛兵隊長倒下，對我們新秩序的任何抵抗都會很快消失。”,,,,,,,,,,,,,,,
scenario_campaign_011_start_2,她消失了，你準備完成你的任務。,,,,,,,,,,,,,,,
